"r","smle_param"
1,0.538754917461217
2,0.514624175447377
3,0.488694083823501
4,0.507517364768292
5,0.467155891036811
6,0.491246634236519
7,0.495321575775787
8,0.49727149454713
9,0.526790820788896
10,0.44180053180054
11,0.465389292170371
12,0.472441062499248
13,0.499391166336204
14,0.494208786133115
15,0.469667024972731
16,0.521487221963364
17,0.498055495091037
18,0.491936391312407
19,0.536646631945572
20,0.509441782955386
21,0.534784320291049
22,0.466970002194767
23,0.509442969973213
24,0.470404644508666
25,0.515142014874564
26,0.456008203694778
27,0.499421225136249
28,0.51062617832472
29,0.48058156948379
30,0.51970676278065
31,0.50329788390891
32,0.486614887014112
33,0.494260531843619
34,0.483780055393654
35,0.478983308374698
36,0.515503815089925
37,0.463745783382204
38,0.499949071867671
39,0.479432493573036
40,0.490707518371472
41,0.444004244716724
42,0.489427165556407
43,0.467196454283647
44,0.49706518733886
45,0.492409349415973
46,0.500219051160354
47,0.521810971924907
48,0.497935709249858
49,0.451054172885426
50,0.467383932766957
